name,street,city,state,zip,type,website,phone,source
High Street Dispensary,811 High St,Hackettstown,NJ,7840.0,R,https://www.google.com/maps/dir/?api=1&destination=811%20High%20St%2C%20Hackettstown%2C%20NJ%2007840%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Highway 90,90 Old Marlton Pike,Evesham,NJ,8053.0,R,https://www.google.com/maps/dir/?api=1&destination=90%20Old%20Marlton%20Pike%2C%20Evesham%2C%20NJ%2008053%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Holistic Re-Leaf,321 Mt Hope Ave,Rockaway,NJ,7866.0,R,https://www.google.com/maps/dir/?api=1&destination=321%20Mt%20Hope%20Ave%2C%20Rockaway%2C%20NJ%2007866%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Honey Buzz Farms,1724 Atlantic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=1724%20Atlantic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
HudHaus,9001 River Rd,North Bergen,NJ,7047.0,R,https://www.google.com/maps/dir/?api=1&destination=9001%20River%20Rd%2C%20North%20Bergen%2C%20NJ%2007047%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Hudsonica Inc.,1427 Grand St,Hoboken,NJ,7030.0,R,https://www.google.com/maps/dir/?api=1&destination=1427%20Grand%20St%2C%20Hoboken%2C%20NJ%2007030%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
HZY Goods,19 Prospect St,East Orange,NJ,7017.0,R,https://www.google.com/maps/dir/?api=1&destination=19%20Prospect%20St%2C%20East%20Orange%2C%20NJ%2007017%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Indigo,302 Crescent Blvd,Brooklawn,NJ,8030.0,R,https://www.google.com/maps/dir/?api=1&destination=302%20Crescent%20Blvd%2C%20Brooklawn%2C%20NJ%2008030%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
INSA Coastline Dispensary,1580 US-9,Cape May Court House,NJ,8210.0,R,https://www.google.com/maps/dir/?api=1&destination=1580%20US-9%2C%20Cape%20May%20Court%20House%2C%20NJ%2008210%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Island Vibez,18 Roosevelt Ave,Plainfield,NJ,7060.0,R,https://www.google.com/maps/dir/?api=1&destination=18%20Roosevelt%20Ave%2C%20Plainfield%2C%20NJ%2007060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
J & J Cannabis Dispensary,3055 NJ-23 Unit A,Oak Ridge,NJ,7438.0,R,https://www.google.com/maps/dir/?api=1&destination=3055%20NJ-23%20Unit%20A%2C%20Oak%20Ridge%2C%20NJ%2007438%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
JC Element,365 Central Ave,Jersey City,NJ,7307.0,R,https://www.google.com/maps/dir/?api=1&destination=365%20Central%20Ave%2C%20Jersey%20City%2C%20NJ%2007307%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Jersey Leaf,554 West Side Ave,Jersey City,NJ,7304.0,R,https://www.google.com/maps/dir/?api=1&destination=554%20West%20Side%20Ave%2C%20Jersey%20City%2C%20NJ%2007304%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Jersey Meds,7 NJ-31,Pennington,NJ,8534.0,R,https://www.google.com/maps/dir/?api=1&destination=7%20NJ-31%2C%20Pennington%2C%20NJ%2008534%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Jersey Roots,1433 Union Valley Rd,West Milford,NJ,7480.0,R,https://www.google.com/maps/dir/?api=1&destination=1433%20Union%20Valley%20Rd%2C%20West%20Milford%2C%20NJ%2007480%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Jester's Joint,70 Easton Ave,New Brunswick,NJ,8901.0,R,https://www.google.com/maps/dir/?api=1&destination=70%20Easton%20Ave%2C%20New%20Brunswick%2C%20NJ%2008901%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Joy Leaf,711 E 1st Ave,Roselle Park,NJ,7204.0,R,https://www.google.com/maps/dir/?api=1&destination=711%20E%201st%20Ave%2C%20Roselle%20Park%2C%20NJ%2007204%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Kind Kush,279 US-46,Rockaway,NJ,7866.0,R,https://www.google.com/maps/dir/?api=1&destination=279%20US-46%2C%20Rockaway%2C%20NJ%2007866%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Kine Buds Maywood,113 E Passaic St,Maywood,NJ,7607.0,R,https://www.google.com/maps/dir/?api=1&destination=113%20E%20Passaic%20St%2C%20Maywood%2C%20NJ%2007607%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
La Vida Gardens,523 Washington Ave,Belleville,NJ,7109.0,R,https://www.google.com/maps/dir/?api=1&destination=523%20Washington%20Ave%2C%20Belleville%2C%20NJ%2007109%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Lady L Cannabis,547 West Side Ave,Jersey City,NJ,7304.0,R,https://www.google.com/maps/dir/?api=1&destination=547%20West%20Side%20Ave%2C%20Jersey%20City%2C%20NJ%2007304%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Leaf Haus,900 Easton Ave,Somerset,NJ,8873.0,R,https://www.google.com/maps/dir/?api=1&destination=900%20Easton%20Ave%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Leaf Joint,391 Central Ave,Jersey City,NJ,7307.0,R,https://www.google.com/maps/dir/?api=1&destination=391%20Central%20Ave%2C%20Jersey%20City%2C%20NJ%2007307%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Legacy to Lifted,490 West Side Ave,Jersey City,NJ,7304.0,R,https://www.google.com/maps/dir/?api=1&destination=490%20West%20Side%20Ave%2C%20Jersey%20City%2C%20NJ%2007304%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Legal Distribution,3112 Atlantic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=3112%20Atlantic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Lemon 22,2006 US-22,Scotch Plains,NJ,7076.0,R,https://www.google.com/maps/dir/?api=1&destination=2006%20US-22%2C%20Scotch%20Plains%2C%20NJ%2007076%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Loud House,112 N 3rd St,Camden,NJ,8102.0,R,https://www.google.com/maps/dir/?api=1&destination=112%20N%203rd%20St%2C%20Camden%2C%20NJ%2008102%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Mad Hatter Dispensary,845 US-1,Avenel,NJ,7001.0,R,https://www.google.com/maps/dir/?api=1&destination=845%20US-1%2C%20Avenel%2C%20NJ%2007001%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Main Street Dispensary,311 Raritan Ave,Highland Park,NJ,8904.0,R,https://www.google.com/maps/dir/?api=1&destination=311%20Raritan%20Ave%2C%20Highland%20Park%2C%20NJ%2008904%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Mass Grown,34 Mill St,Mt Holly,NJ,8060.0,R,https://www.google.com/maps/dir/?api=1&destination=34%20Mill%20St%2C%20Mt%20Holly%2C%20NJ%2008060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Med Leaf,201 Philadelphia Ave,Egg Harbor City,NJ,8215.0,R,https://www.google.com/maps/dir/?api=1&destination=201%20Philadelphia%20Ave%2C%20Egg%20Harbor%20City%2C%20NJ%2008215%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Midnight Greens,5100 NJ-42,Blackwood,NJ,8012.0,R,https://www.google.com/maps/dir/?api=1&destination=5100%20NJ-42%2C%20Blackwood%2C%20NJ%2008012%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MindLift Dispensary,517 Park Ave,Plainfield,NJ,7060.0,R,https://www.google.com/maps/dir/?api=1&destination=517%20Park%20Ave%2C%20Plainfield%2C%20NJ%2007060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
MMD NJ,655 Newark Ave,Jersey City,NJ,7306.0,R,https://www.google.com/maps/dir/?api=1&destination=655%20Newark%20Ave%2C%20Jersey%20City%2C%20NJ%2007306%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Moja Life,28 S Warren St,Trenton,NJ,8608.0,R,https://www.google.com/maps/dir/?api=1&destination=28%20S%20Warren%20St%2C%20Trenton%2C%20NJ%2008608%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Molly Ann Farms,256 Belmont Ave,Haledon,NJ,7508.0,R,https://www.google.com/maps/dir/?api=1&destination=256%20Belmont%20Ave%2C%20Haledon%2C%20NJ%2007508%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Mountain Dispensary,46 NJ-94,Vernon Township,NJ,7462.0,R,https://www.google.com/maps/dir/?api=1&destination=46%20NJ-94%2C%20Vernon%20Township%2C%20NJ%2007462%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Mountain View Farmacy,74 Oak Ridge Rd,Oak Ridge,NJ,7438.0,R,https://www.google.com/maps/dir/?api=1&destination=74%20Oak%20Ridge%20Rd%2C%20Oak%20Ridge%2C%20NJ%2007438%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
NAR Cannabis,4004 Church Rd,Mt Laurel Township,NJ,8054.0,R,https://www.google.com/maps/dir/?api=1&destination=4004%20Church%20Rd%2C%20Mt%20Laurel%20Township%2C%20NJ%2008054%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Natural Apothecary,27 Washington Ave,Belleville,NJ,7109.0,R,https://www.google.com/maps/dir/?api=1&destination=27%20Washington%20Ave%2C%20Belleville%2C%20NJ%2007109%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nature’s Motivation,1095 Clinton Ave,Irvington,NJ,7111.0,R,https://www.google.com/maps/dir/?api=1&destination=1095%20Clinton%20Ave%2C%20Irvington%2C%20NJ%2007111%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nevaeh Verde Dispensary,176 Belmont Ave,Belleville,NJ,7109.0,R,https://www.google.com/maps/dir/?api=1&destination=176%20Belmont%20Ave%2C%20Belleville%2C%20NJ%2007109%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
New Era Dispensary,80-88 Main St,South Bound Brook,NJ,8880.0,R,https://www.google.com/maps/dir/?api=1&destination=80-88%20Main%20St%2C%20South%20Bound%20Brook%2C%20NJ%2008880%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
New Frontier Solutions,473 E Broadway,Salem,NJ,8079.0,R,https://www.google.com/maps/dir/?api=1&destination=473%20E%20Broadway%2C%20Salem%2C%20NJ%2008079%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nightjar,549 Bloomfield Ave,Bloomfield,NJ,7003.0,R,https://www.google.com/maps/dir/?api=1&destination=549%20Bloomfield%20Ave%2C%20Bloomfield%2C%20NJ%2007003%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nile of NJ,5409 Bergenline Ave,West New York,NJ,7093.0,R,https://www.google.com/maps/dir/?api=1&destination=5409%20Bergenline%20Ave%2C%20West%20New%20York%2C%20NJ%2007093%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nirvana,1134 NJ-73,Mt Laurel Township,NJ,8054.0,R,https://www.google.com/maps/dir/?api=1&destination=1134%20NJ-73%2C%20Mt%20Laurel%20Township%2C%20NJ%2008054%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
NJ Pure,"A-10, 4313 US-130",Edgewater Park,NJ,8010.0,R,https://www.google.com/maps/dir/?api=1&destination=A-10%2C%204313%20US-130%2C%20Edgewater%20Park%2C%20NJ%2008010%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Noire Dispensary,171 Maplewood Ave,Maplewood,NJ,7040.0,R,https://www.google.com/maps/dir/?api=1&destination=171%20Maplewood%20Ave%2C%20Maplewood%2C%20NJ%2007040%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Northeast Alternatives Dispensary,780 US-130,Hamilton Township,NJ,8691.0,R,https://www.google.com/maps/dir/?api=1&destination=780%20US-130%2C%20Hamilton%20Township%2C%20NJ%2008691%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Nova Farms,642 Mantua Pike,Woodbury,NJ,8096.0,R,https://www.google.com/maps/dir/?api=1&destination=642%20Mantua%20Pike%2C%20Woodbury%2C%20NJ%2008096%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ohm Theory,213 US-46,Elmwood Park,NJ,7407.0,R,https://www.google.com/maps/dir/?api=1&destination=213%20US-46%2C%20Elmwood%20Park%2C%20NJ%2007407%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
One Green Leaf,95 Lakeview Dr N,Gibbsboro,NJ,8026.0,R,https://www.google.com/maps/dir/?api=1&destination=95%20Lakeview%20Dr%20N%2C%20Gibbsboro%2C%20NJ%2008026%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Organic Farms,2895 Mt Ephraim Ave,Camden,NJ,8104.0,R,https://www.google.com/maps/dir/?api=1&destination=2895%20Mt%20Ephraim%20Ave%2C%20Camden%2C%20NJ%2008104%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
OTC Jersey,167 New Jersey Ave,Absecon,NJ,8201.0,R,https://www.google.com/maps/dir/?api=1&destination=167%20New%20Jersey%20Ave%2C%20Absecon%2C%20NJ%2008201%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Phasal,1100 N Black Horse Pike,Runnemede,NJ,8078.0,R,https://www.google.com/maps/dir/?api=1&destination=1100%20N%20Black%20Horse%20Pike%2C%20Runnemede%2C%20NJ%2008078%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Phula,60-62 High St,Mt Holly,NJ,8060.0,R,https://www.google.com/maps/dir/?api=1&destination=60-62%20High%20St%2C%20Mt%20Holly%2C%20NJ%2008060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Plant Base,148 E 2nd St,Plainfield,NJ,7060.0,R,https://www.google.com/maps/dir/?api=1&destination=148%20E%202nd%20St%2C%20Plainfield%2C%20NJ%2007060%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Plantabis,2077 US-1,Rahway,NJ,7065.0,R,https://www.google.com/maps/dir/?api=1&destination=2077%20US-1%2C%20Rahway%2C%20NJ%2007065%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Plantopia,37 Main St,Englishtown,NJ,7726.0,R,https://www.google.com/maps/dir/?api=1&destination=37%20Main%20St%2C%20Englishtown%2C%20NJ%2007726%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
PPP Dispensary,3001 Atlantic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=3001%20Atlantic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Premo,2 E Front St,Keyport,NJ,7735.0,R,https://www.google.com/maps/dir/?api=1&destination=2%20E%20Front%20St%2C%20Keyport%2C%20NJ%2007735%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Public Absecon,792a White Horse Pike,Absecon,NJ,8201.0,R,https://www.google.com/maps/dir/?api=1&destination=792a%20White%20Horse%20Pike%2C%20Absecon%2C%20NJ%2008201%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Puffin Store,382 George St,New Brunswick,NJ,8901.0,R,https://www.google.com/maps/dir/?api=1&destination=382%20George%20St%2C%20New%20Brunswick%2C%20NJ%2008901%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Pure Blossom,2554 Pennington Rd,Pennington,NJ,8534.0,R,https://www.google.com/maps/dir/?api=1&destination=2554%20Pennington%20Rd%2C%20Pennington%2C%20NJ%2008534%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Pure Natural Vibes,470 Prospect Ave,West Orange,NJ,7052.0,R,https://www.google.com/maps/dir/?api=1&destination=470%20Prospect%20Ave%2C%20West%20Orange%2C%20NJ%2007052%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Quality Roots,850 Rte 70 W,Marlton,NJ,8053.0,R,https://www.google.com/maps/dir/?api=1&destination=850%20Rte%2070%20W%2C%20Marlton%2C%20NJ%2008053%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Queen City Remedies,1353 South Ave,Plainfield,NJ,7062.0,R,https://www.google.com/maps/dir/?api=1&destination=1353%20South%20Ave%2C%20Plainfield%2C%20NJ%2007062%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Releaf Cannabis,1024 S Black Horse Pike,Williamstown,NJ,8094.0,R,https://www.google.com/maps/dir/?api=1&destination=1024%20S%20Black%20Horse%20Pike%2C%20Williamstown%2C%20NJ%2008094%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
RushBudz Dispensary,77 Main St,South Bound Brook,NJ,8880.0,R,https://www.google.com/maps/dir/?api=1&destination=77%20Main%20St%2C%20South%20Bound%20Brook%2C%20NJ%2008880%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Ruuted,14 Main St,Englishtown,NJ,7726.0,R,https://www.google.com/maps/dir/?api=1&destination=14%20Main%20St%2C%20Englishtown%2C%20NJ%2007726%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Salt Air Botanicals,1127 Arctic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=1127%20Arctic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Scarlet Reserve Room,5 Hamilton Rd,Englishtown,NJ,7726.0,R,https://www.google.com/maps/dir/?api=1&destination=5%20Hamilton%20Rd%2C%20Englishtown%2C%20NJ%2007726%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sea & Leaf,3860 Bayshore Rd,North Cape May,NJ,8204.0,R,https://www.google.com/maps/dir/?api=1&destination=3860%20Bayshore%20Rd%2C%20North%20Cape%20May%2C%20NJ%2008204%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Shipwreck'd,300 W Sylvania Ave,Neptune City,NJ,7753.0,R,https://www.google.com/maps/dir/?api=1&destination=300%20W%20Sylvania%20Ave%2C%20Neptune%20City%2C%20NJ%2007753%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Shore House Canna,124 Sunset Blvd,Cape May,NJ,8204.0,R,https://www.google.com/maps/dir/?api=1&destination=124%20Sunset%20Blvd%2C%20Cape%20May%2C%20NJ%2008204%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Simply Pure Trenton,1531 N Olden Ave,Ewing Township,NJ,8638.0,R,https://www.google.com/maps/dir/?api=1&destination=1531%20N%20Olden%20Ave%2C%20Ewing%20Township%2C%20NJ%2008638%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sky Cannabis,52 E Broad St unit 9,Hopewell,NJ,8525.0,R,https://www.google.com/maps/dir/?api=1&destination=52%20E%20Broad%20St%20unit%209%2C%20Hopewell%2C%20NJ%2008525%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Social Dispensary,614 N Pearl St,Bridgeton,NJ,8302.0,R,https://www.google.com/maps/dir/?api=1&destination=614%20N%20Pearl%20St%2C%20Bridgeton%2C%20NJ%2008302%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Somerset Green,729 Somerset St,Somerset,NJ,8873.0,R,https://www.google.com/maps/dir/?api=1&destination=729%20Somerset%20St%2C%20Somerset%2C%20NJ%2008873%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Soulflora,2713 NJ-23,Newfoundland,NJ,7435.0,R,https://www.google.com/maps/dir/?api=1&destination=2713%20NJ-23%2C%20Newfoundland%2C%20NJ%2007435%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sparkology,3231 NJ-27,Franklin Park,NJ,8823.0,R,https://www.google.com/maps/dir/?api=1&destination=3231%20NJ-27%2C%20Franklin%20Park%2C%20NJ%2008823%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Spot 23 LLC,2915 NJ-23,Newfoundland,NJ,7435.0,R,https://www.google.com/maps/dir/?api=1&destination=2915%20NJ-23%2C%20Newfoundland%2C%20NJ%2007435%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Springfield Ave Dispensary,1070 Springfield Ave,Irvington,NJ,7111.0,R,https://www.google.com/maps/dir/?api=1&destination=1070%20Springfield%20Ave%2C%20Irvington%2C%20NJ%2007111%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Story Dispensary of Springfield,130 US-22,Springfield,NJ,7081.0,R,https://www.google.com/maps/dir/?api=1&destination=130%20US-22%2C%20Springfield%2C%20NJ%2007081%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
SunnyTien,3004 Atlantic Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=3004%20Atlantic%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sussex Pharms,54 Main St,Sussex,NJ,7461.0,R,https://www.google.com/maps/dir/?api=1&destination=54%20Main%20St%2C%20Sussex%2C%20NJ%2007461%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sweet Leaf's LLC,21 S Tennessee Ave,Atlantic City,NJ,8401.0,R,https://www.google.com/maps/dir/?api=1&destination=21%20S%20Tennessee%20Ave%2C%20Atlantic%20City%2C%20NJ%2008401%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sweetspot Dispensary Maplewood,751 Irvington Ave,Maplewood,NJ,7040.0,R,https://www.google.com/maps/dir/?api=1&destination=751%20Irvington%20Ave%2C%20Maplewood%2C%20NJ%2007040%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Sweetspot River Edge,75 Rte 4,River Edge,NJ,7661.0,R,https://www.google.com/maps/dir/?api=1&destination=75%20Rte%204%2C%20River%20Edge%2C%20NJ%2007661%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
Taste of Earth,108 Wheat Rd,Buena,NJ,8310.0,R,https://www.google.com/maps/dir/?api=1&destination=108%20Wheat%20Rd%2C%20Buena%2C%20NJ%2008310%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Cannabis Place,1544 John F. Kennedy Blvd,Jersey City,NJ,7305.0,R,https://www.google.com/maps/dir/?api=1&destination=1544%20John%20F.%20Kennedy%20Blvd%2C%20Jersey%20City%2C%20NJ%2007305%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Dispensary of Saddle Brook,225 US-46,Saddle Brook,NJ,7663.0,R,https://www.google.com/maps/dir/?api=1&destination=225%20US-46%2C%20Saddle%20Brook%2C%20NJ%2007663%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
The Frosted Nug at Red Bank,22 Bridge Ave,Red Bank,NJ,7701.0,R,https://www.google.com/maps/dir/?api=1&destination=22%20Bridge%20Ave%2C%20Red%20Bank%2C%20NJ%2007701%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
"The Goods Supply Co. Victory Gardens, LLC",330 S Salem St,Dover,NJ,7801.0,R,https://www.google.com/maps/dir/?api=1&destination=330%20S%20Salem%20St%2C%20Dover%2C%20NJ%2007801%2C%20USA,,https://my.atlist.com/map/8bed33fa-9b8c-4c51-bb33-74cd0d98628a?share=true
